olcly	1545460
bsx	885725
ew	1099800
vrtx	875320
chpxy	1528541
pins	1506293
scco	1001838
twtr	1418091
ubs	1610520
nxpi	1413447
cof	927628
tal	1499620
regn	872589
aon	315293
mco	1059556
fanuy	1446596
vlvly	753762
crwd	1535527
ntoiy	1436791
phg	313216
bili	1723690
hmc	715153
emr	32604
gwlly	1536278
race	1648416
cvna	1690820
pgr	80661
pdrdy	899108
ceo	1095595
lzagy	1446711
stla	1605484
klac	319201
noc	1133421
glncy	1524684
vod	839923
dnzoy	1446598
met	1099219
bmo	927971
etn	1551182
hum	49071
bx	1393818
docu	1261333
dg	29534
csuay	1445470
wfafy	1436381
wm	823768
itub	1132597
mnst	865752
relx	929869
algn	1097149
cp	16875
bcmxy	1447011
gd	40533
nem	1164727
veev	1393052
epd	1061219
puk	1116578
smfg	1022837
stz	16918
eric	717826
mtch	891103
zg	1617640
f	37996
jmhly	870016
zijmy	1459580
fcx	831259
amx	1129137
lulu	1397187
idxx	874716
tme	1744676
chwy	1766502
kdp	1418135
kmb	55785
itocy	355363
gld	1222333
lu	1816007
vnja	1532383
snps	883241
khc	1637459
rost	745732
cmg	1058090
abev	1565025
wba	1618921
pton	1639825
danoy	1048515
dow	1751788
knyjy	1436793
vwdry	1330306
biib	875045
mchp	827054
ebay	1065088
ea	712515
tel	1385157
lvs	1300514
rop	882835
ngg	1004315
exc	1109357
aptv	1521332
tdoc	1477449
tri	1075124
mar	1048286
rkt	1805284
trp	1232384
ctsh	1058290
psa	1393311
ttd	1671933
ahchy	1448987
dlr	1297996
sxyay	1575851
cdns	813672
hnnmy	1396282
ecify	1387438
bax	10456
cm	1045520
aph	820313
gold	756894
lhx	202058
dxcm	1093557
bce	718940
aep	4904
syy	96021
bbd	1160330
jshly	879875
a	1090872
rlx	1828365
rng	1384905
stm	932787
mfc	1086888
dd	1666700
jci	833444
crary	1279967
panw	1327567
vonoy	1652630
gelyy	1474968
e	1002242
gvdny	1121631
bk	1390777
okta	1660134
ing	1039765
info	1598014
trow	1113169
trv	86312
iqv	1478242
htht	1483994
slb	87347
mfg	1335730
csgp	1057352
alc	1167379
sre	1032208
lbrda	1611983
tt	1466258
cmi	26172
mtcpy	1159204
spg	1063761
aig	5272
ctas	723254
ddog	1561550
lyg	1160106
clpby	1294325
schyy	1491703
xlnx	743988
bbva	842180
hpq	47217
viac	813828
msci	1408198
ph	76334
ovchy	1448817
mrvl	1058057
cnc	1071739
bcs	312069
bgne	1651308
crh	849395
gis	40704
eog	821189
chcjy	1495687
svndy	1359519
hcmly	948696
u	1810806
plug	1093691
vivhy	1127055
pcar	75362
anss	1013462
iff	51253
afrm	1820953
alxn	899866
psx	1534701
zbh	1136869
xpev	1810997
pdypy	1627168
cs	1159510
rht	1087423
cmaky	1453056
kmi	1506307
tscdy	885834
xel	72903
wit	1123799
lgfry	1554394
trumy	1446672
edu	1372920
cjpry	1334687
ppg	79879
payx	723531
afl	4977
zto	1677250
mpc	1510295
ctva	1755672
carr	1783180
pru	1137774
all	899051
alpmy	1446390
lyb	1489393
yum	1041061
vfc	103379
tdg	1260221
oran	1038143
hsy	47111
ntr	1725964
swks	4127
bby	764478
cnq	1017413
msi	68505
sgen	1060736
vrsk	1442145
zlndy	1638747
ibkr	1381197
adm	7084
orly	898173
yahoy	1446437
hlt	1585689
luv	92380
rdsmy	1339422
dhi	882184
cht	1132924
dboey	1437147
w	1616707
zs	1713683
awk	1410636
arzgy	1379235
kbcsy	1411133
weicy	1452191
asazy	1253493
peg	788784
oaofy	1058255
rprx	1802768
es	72741
amady	1502104
wltw	1140536
sbac	1034054
nwg	844150
rmd	943819
rsg	1060391
tyidy	1130894
bll	9389
mck	927653
len	920760
crbjy	1454471
slf	1097362
li	1791706
rok	1024478
etsy	1370637
dfs	1393612
bsbr	1471055
bntx	1776985
mtd	1037646
glw	24741
rweoy	939380
pxd	1038357
net	1477333
swk	93556
ame	1037868
keys	1601046
aonny	1300175
stne	1745431
well	766704
ejpry	1093028
gctay	1158089
kkr	1404912
otis	1781335
egrny	1595085
splk	1353283
cprt	900075
khngy	1451287
tu	868675
codyy	1012037
dal	27904
su	311337
wmb	107263
fast	815556
unicy	1095054
xp	1787425
gmab	1434265
frc	1132979
bfa	14693
ckhuy	1637120
cgemy	1084656
wec	783325
coup	1385867
ctryy	1462886
ftnt	1262039
vlo	1035002
azo	866787
hrl	48465
sivb	719739
yumc	1673358
wcn	1318220
stt	93751
yndx	1513845
dltr	935703
mdy	936958
dia	1041130
wy	106535
mxim	743316
kr	56873
mgddy	896076
siri	908937
work	1764925
eqr	906107
mdb	1441816
enph	1463101
ec	1444406
amp	820027
zbra	877212
avb	915912
exas	1124140
grmn	1121788
tef	814052
fmx	1061736
mplx	1552000
pugoy	908829
etp-pc	1161154
saxpy	1436778
odfl	878927
ashty	1518258
otsky	1544613
mga	749098
mt	1243429
anet	1596532
ed	1047862
mkc	63754
gasny	1269920
ftv	1659166
tsn	100493
caj	16988
pcg	1004980
fojcy	1436740
ssmxy	1517231
cabhf	1436647
dte	936340
cbre	1138118
umc	1033767
nok	924613
are	1035443
o	726728
payc	1590955
ftch	1740915
fnv	1456346
ndaq	1120193
vrsn	1014473
iac	1800227
bkr	1701605
ccep	1650107
cern	804753
oxy	797468
smnny	1640117
xm	1747748
dkng	1772757
clx	21076
ccl	815097
rci	733099
lh	920148
szkmy	1263521
fitb	35527
gsx	1768259
vips	1529192
ttwo	946581
poahy	1450346
tlk	1001807
ajg	354190
sgsoy	1069347
cdw	1402057
ter	97210
ui	1511737
gwlif	850918
tcom	1269238
gbery	1179029
flt	1175454
zi	1794515
vtrs	1792044
eix	827052
db	1159508
epam	1352010
mtsfy	1446641
syf	1601712
cncn	1191334
efx	33185
wst	105770
fms	1333141
ppl	922224
cvac	1809122
abc	1140859
ztcoy	1445156
futu	1754581
nrily	1179493
vmc	1396009
expe	1324424
baesy	895564
gdrx	1809519
haity	1553473
ctlt	1596783
mktx	1278021
tlpfy	1450682
iq	1722608
holx	859737
kmx	1170010
rnecy	1246135
cha	1191255
txg	1770787
ryaay	1038683
ix	1070304
gds	1526125
pags	1712807
chd	313927
disca	1437107
uri	1067701
ntrs	73124
svnly	1448613
cghly	1550635
hznp	1492426
nvax	1000694
thlly	1722401
gib	1061574
cuk	1125259
ucbjy	1290640
gnrc	1474735
mlm	916076
logi	1032975
hubs	1404655
qrvo	1604778
cnhi	1567094
oke	1039684
gww	277135
akzoy	3124
k	55067
wdc	106040
open	1801169
atus	1702780
alsmy	1062066
imbby	1072670
pkx	889132
cqp	1383650
wmg	1319161
bio	12208
alny	1178670
argx	1697862
wish	1822250
ksu	54480
vtr	740260
fandy	1454175
fts	1666175
etr	65984
zlioy	1546084
ip	51434
tfx	96943
podd	1145197
coo	711404
cicoy	1445161
snn	845982
tyl	860731
incy	879169
alb	915913
nvcr	1645113
aes	874761
foxa	1754301
rf	1281761
frrvy	1438571
rol	84839
sbhmy	1604982
lyft	1759509
nmr	1163653
ir	1699150
nvzmy	1131345
key	91576
hpe	1645590
tsco	916365
et	1276187
trmb	864749
mtb	36270
xngsy	1454948
clvt	1764046
zen	1463172
ulta	1403568
hig	874766
qsr	1618756
aee	1002910
wpm	1323404
xyl	1524472
hes	4447
suz	909327
snmry	1437771
ess	920522
amcr	1748790
dov	29905
burl	1579298
wat	1000697
tru	1552033
avtr	1722482
penn	921738
sgioy	1281721
mgm	789570
mpwr	1280452
chu	1113866
tlsny	1169870
nvr	906163
lyv	1335258
invh	1687229
hal	45012
aem	2809
lng	3570
nice	1003935
stx	1137789
ssnc	1402436
cfg	759944
syiey	1444718
ctxs	877890
sedg	1419612
ppccy	1446747
iau	1278680
fe	1031296
chkp	1015922
asx	1122411
br	1383312
gh	1576280
cag	23217
dri	940944
peak	765880
ptc	857005
dish	1001082
pki	31791
on	1097864
dgx	1022079
nue	73309
hei	46619
akam	1086222
lsxma	1560385
wix	1576789
sonvy	1450681
bpy	1545772
qs	1811414
cms	811156
czr	1590895
run	1469367
whlkf	1449594
expd	746515
it	749251
caixy	1535628
var	203527
prdsy	1527249
rcl	884887
kb	1445930
grfs	1438569
tif	98246
ttm	926042
zlab	1704292
sui	912593
maa	912595
bmrn	1048477
skm	1015650
kc	1795589
cgnx	851205
gddy	1609711
mkl	1096343
ysg	1819580
szlmy	1438844
ldos	1336920
rjf	720005
dre	783280
atasy	1437775
jbht	728535
ste	1757898
fujhy	800364
dqjcy	1446597
exr	1289490
osh	1564406
hdely	1400691
tw	1758730
ntap	1002047
wab	943452
cah	721371
ally	40729
tech	842023
bill	1786352
cgc	1737927
viv	1066119
shg	1263043
dt	1773383
ce	1306830
swgay	1438845
ophly	940821
pba	1546066
appn	1441683
dpz	1286681
bip	1406234
ai	1577526
iex	832101
j	52988
nipnf	72127
masi	937556
bxp	1037540
pfg	1126328
avlr	1348036
uwmc	1783398
cinf	20286
imo	49938
agr	1634997
abmd	815094
lbtya	1570585
monoy	1583055
hban	49196
clpxy	1490083
vici	1705696
gpc	40987
ckisy	1065989
acgl	947484
avy	8818
yasky	1559460
estc	1707753
emn	915389
crl	1100682
tdy	1094285
kkpny	1001474
fmc	37785
ednmy	1581671
sqm	909037
cree	895419
cpb	16732
omc	29989
cday	1725057
iep	813762
mas	62996
jhx	1159152
nuan	1002517
umicy	1477038
pubgy	1050952
wpp	806968
nngry	1690981
spce	1706946
sklz	1801661
rnlsy	1416039
kep	887225
pltk	1828016
sam	949870
chgg	1364954
ben	38777
fico	814547
ndeky	353991
elan	1739104
jxhly	1487533
bki	1627014
nwsa	1564708
erie	922621
ual	100517
kikoy	1446656
lb	701985
smg	825542
entg	1101302
ipgp	1111928
wb	1595761
jbaxy	1475011
znh	1041668
pool	945841
dvcmy	1163417
cve	1475260
sbsw	1786909
otex	1002638
phm	822416
cg	1527166
wynn	1174922
smmyy	1551402
mpw	1287865
szsay	1444147
ozon	1822829
fosuy	1462456
cck	1219601
ppd	1793294
dvn	1090012
ntco	1776967
bsy	1031308
axon	1069183
znga	1439404
cjewy	1555574
bap	1001290
smfky	1537547
l	60086
cxo	1358071
udr	74208
bro	79282
bep	1533232
moh	1179929
sjm	91419
ffiv	1048695
dva	927066
coihy	1513977
lumn	18926
mtuay	1342237
fbhs	1519751
qgen	1015820
teva	818686
iktsy	1444714
alfvy	863344
hwm	4281
pkg	75677
has	46080
evrg	1711269
ihg	858446
cabo	1632127
nlok	849399
abcl	1703057
siely	1453732
xray	818479
fsly	1517413
chrw	1043277
eqh	1333986
bntgy	1533945
rgen	730272
cgasy	1555207
aeoxf	1450280
wrb	11544
maruy	801645
whr	106640
lnt	352541
wpc	1025378
ranjy	1112439
ggg	42888
fds	1013237
trex	1069878
kotmy	1543727
amigy	1438930
crsp	1674416
psmmy	1439580
enia	912505
gjnsy	1531384
smtoy	95227
cna	21175
nly	1043219
shcay	800840
pega	1013857
wtrg	78128
fnf	1331875
ato	731802
ndvly	800928
bah	1443646
lazr	1758057
cchgy	1558633
txt	217346
cnp	1130310
rmyhy	1636804
mtn	812011
fivn	1288847
ggdvy	925428
ubsfy	1446702
plan	1540755
oled	1005284
els	895417
sbny	1288784
dar	916540
mhk	851968
lkq	1065696
curlf	1756770
wrk	1732845
cnpay	1450278
xyigy	1508669
jkhy	779152
lw	1679273
rpm	110621
apo	1411494
stbfy	1587200
lii	1069202
iclr	1060955
bch	1161125
pcty	1591698
nwl	814453
uhs	352915
rdy	1135951
wlk	1262823
bynd	1655210
ndsn	72331
yy	1530238
alle	1579241
tpr	1116132
ttc	737758
nbix	914475
xpo	1166003
frfhf	915191
iliay	1570932
rare	1515673
hrgly	1528651
fang	1539838
pwr	1050915
cea	1030475
fnd	1507079
bhc	885590
gwre	1528396
bg	1144519
azpn	929940
fvrr	1762301
mrtx	1576263
aal	6201
mos	1285785
fslr	1274494
aqn	1174169
fyrty	1452190
cpt	906345
five	1177609
vst	1692819
morn	1289419
ahexy	1446251
teck	886986
dada	1793862
aap	1158449
bwa	908255
nrg	1013871
bfam	1437578
bsac	1027552
iivi	820318
cheoy	1453930
ivz	914208
bldp	1453015
rh	1528849
hst	1070750
sna	91440
kl	1713443
amh	1562401
lpla	1397911
expi	1495932
uelmo	100826
amed	896262
shmay	1555379
emraf	1127248
dox	1062579
rohcy	1442653
cx	1076378
ts	1190723
ntra	1604821
iaugy	1206571
wilyy	1436673
mgp	1656936
lnc	59558
ipxhy	1309035
au	1067428
hsic	1000228
pen	1321732
glpi	1575965
lad	1023128
pacb	1299130
aos	91142
smar	1366561
uhal	4457
mnso	1815846
dbx	1467623
re	1095073
efgsy	1445153
wsm	719955
nvta	1501134
api	1802883
gl	320335
wu	1365135
mstr	1050446
wex	1309108
tap	24545
rdeiy	1438654
abmrf	1784384
qdel	353569
dnb	1799208
ksryy	1668501
lea	842162
wso	105016
flex	866374
slfpy	1370418
irm	1020569
ua	1336917
vedl	1370431
ipg	51644
cboe	1374310
dlb	1308547
wynmy	1480134
fate	1434316
rdfn	1382821
gfl	1780232
ewbc	1069157
sci	89089
afg	1042046
mdiby	1379481
jazz	1232524
cms-pb	201533
oc	1370946
japsy	318269
atr	896622
dnfgy	1454473
cf	1324404
aeg	769218
shwgy	1505223
manh	1056696
aseky	1450206
cold	1455863
arwr	879407
vir	1706431
kgc	701818
mmp	1126975
brkr	1109354
armk	1584509
lmnd	1691421
agco	880266
sjr	932872
prymy	1437672
pnr	77360
sfix	1576942
deck	910521
mksi	1049502
mcfe	1783317
hubb	48898
bldr	1316835
sgpyy	1253494
nfe	1749723
rp	1286225
iphi	1160958
cone	1553023
st	1477294
agnc	1423689
wfg	1402388
mrvi	1823239
glob	1557860
adpt	1478320
acsay	1448375
lamr	1090425
ohi	888491
stor	1538990
grpty	1395167
gntx	355811
ni	1111711
lspd	1823306
gps	39911
reg	910606
nkla	1731289
phys	1477049
lnegy	1437041
cib	1071371
ach	1161611
surry	1556607
bepc	1791863
pnw	764622
y	775368
bl	1666134
cien	936395
ebr	1439124
fhn	36966
slv	1330568
cma	28412
ath	1527469
cbsh	22356
sid	1049659
magoy	1437144
spwr	867773
jnpr	1043604
gfi	1172724
oukpy	1436786
gbtc	1588489
mlco	1381640
iaa	1745041
ssl	314590
tokuy	1131652
klycy	1449614
clf	764065
dnli	1714899
tpl	1811074
synh	1610950
levi	94845
rhi	315213
zayo	1608249
tixt	1825155
fcel	886128
rl	1037038
hegiy	1449217
nlsn	1492633
dq	1477641
bbio	1743881
alv	1034670
rnr	913144
ehc	785161
seic	350894
nyt	71691
ver	1507385
sommy	1409236
stld	1022671
kod	1468748
cciv	1811210
acad	1070494
ev	350797
clr	732834
prah	1613859
ions	874015
tdhoy	1288098
che	19584
sana	1770121
jsgry	1442656
chdn	20212
acm	868857
ugi	884614
twst	1581280
usfd	1665918
jll	1037976
asgly	7646
zion	109380
asnd	1612042
csl	790051
kss	885639
angi	1705110
g	1398659
isuzy	763665
rs	861884
sc	1580608
xlrn	1280600
pstg	1474432
mbt	1115837
huya	1728190
dci	29644
casy	726958
qtwo	1410384
onem	1404123
wal	1212545
ayx	1689923
bery	1378992
woof	1826470
rcm	1472595
ocft	1780531
cd	1807192
arw	7536
kim	879101
apps	317788
amwl	1393584
aci	1646972
bmrry	1671235
pso	938323
bmbl	1830043
pii	931015
lpl	1290109
pfpt	1212458
aiz	1267238
rga	898174
shc	1822479
atdry	1647435
adt	1703056
dct	1160951
eeft	1029199
gtbif	1795139
tiscy	773917
sdgr	1490978
uthr	1082554
aval	1504764
arcc	1287750
nclh	1513761
h	1468174
vno	899689
midd	769520
frt	34903
nnn	751364
allk	1564824
site	1650729
rtmvy	1516536
dseey	1481045
ttek	831641
wwd	108312
tfii	1588823
bld	1633931
ares	1176948
avir	1593899
ncno	1566895
sjmhy	1599962
rgld	85535
knx	1492691
shtdy	1556605
chng	1756497
icl	941221
ggb	1073404
cae	1173382
hrc	47518
jef	96223
flir	354908
srpt	873303
alk	766421
mgni	1595974
bc	14930
kajmy	1446660
hllgy	1674534
shpmy	1570300
krc	1025996
ntnx	1618732
hmtly	353990
omf	1584207
sgfy	1828182
bb	1070235
wes	1423902
cube	1298675
lite	1633978
iova	1425205
pe	1594466
fcnca	798941
trgp	1389170
ora	1296445
vrt	1674101
pvh	78239
azek	1782754
upwk	1627475
cog	858470
wms	1604028
clzny	1366235
tol	794170
leco	59527
bsmx	1698287
mro	101778
hii	1501585
hae	313143
upst	1647639
hlf	1180262
asomy	1492075
exel	939767
paas	771992
cpri	1530721
an	350698
warfy	901684
pfgc	1618673
vlpny	1378984
ccozy	1398879
voya	1535929
dks	1089063
frpt	1611647
mdla	1540184
tho	730263
bncdy	1667075
colm	1050797
crcby	1553915
hocff	1450349
osk	775158
see	1012100
jbl	898293
tgtx	1001316
halo	1159036
dooo	1748797
neo	1077183
itt	216228
bgaoy	1325378
lfus	889331
be	1664703
tpx	1206264
vopky	1452188
slab	1038074
dm	1754820
gwph	1351288
msa	66570
rexr	1571283
plnt	1637207
gmed	1237831
aacay	1447647
tmx	1428875
grub	1594109
amg	1004434
hqy	1428336
fsv	1637810
ebs	1367644
suopy	1347141
four	1794669
brks	933974
pb	1068851
vrns	1361113
lhcg	1303313
dxc	1688568
timb	1826168
axta	1616862
tptx	1595893
lscc	855658
cakfy	1446707
airc	1820877
post	1530950
hbi	1359841
faf	1472787
apa	6769
tcf	19612
tndm	1438133
asmvy	1447945
pbct	1378946
gwr	1012620
srcl	861878
nvst	1757073
hta	1360604
rykky	1592049
cybr	1598110
vrm	1580864
oge	1021635
mtz	15615
eslt	1027664
mat	63276
cfr	39263
nep	1603145
snphy	1501108
lsi	944314
nvro	1444380
htcmy	1446648
insp	1609550
yeti	1670592
prgo	1585364
hun	1307954
mp	1801368
rba	1046102
wf	1264136
appf	1433195
cdk	1609702
ddd	910638
ccj	1009001
irdm	1418819
asan	1477720
mituy	1446420
sekey	1261759
reyn	1786431
ori	74260
beam	1745999
nati	935494
itvpy	1283708
caci	16058
wrtby	1436771
phi	78150
txrh	1289460
snv	18349
shls	1831651
wsc	1647088
ogfgy	845033
acc	1283630
olli	1639300
cacc	885550
frog	1800667
ffin	36029
paa	1070423
gshd	1726978
stwd	1465128
byd	906553
psth	1811882
osagy	1603194
medp	1668397
chh	1046311
clgx	36047
son	91767
vac	1524358
cert	1827090
roymy	1592438
eh	1759783
sf	720672
brthy	14595
hwdjy	1563177
bj	1531152
iart	917520
lstr	853816
mpfry	1417695
yala	1794350
egp	49600
ingr	1046257
algm	866291
mrwsy	1446128
bokf	875357
psxp	1572910
shmuy	1564228
skx	1065837
sail	1627857
vnt	1786842
diisy	1563255
gfszy	1438927
pnfp	1115055
posh	1825480
staa	718937
cnxc	1803599
saic	1571123
pac	1347557
aer	1378789
leg	58492
wh	1722684
felty	1447250
glpg	1421876
slm	1032033
fr	921825
foxf	1424929
arry	1820721
brx	1581068
tnet	937098
tkr	98362
jmia	1756708
pri	1475922
omcl	926326
bpmc	1597264
tcnnf	1754195
bwxt	1486957
nxst	1142417
ssb	764038
amkr	1047127
mpln	1793229
hele	916789
hhc	1498828
ektay	1451160
cohr	21510
aemmy	1437776
powi	833640
zhuzy	1556616
doyu	1762417
gil	1061894
nari	1531048
enggy	1446294
cnvvy	1694271
vnet	1508475
mdu	67716
hog	793952
tx	1342874
jwn	72333
shak	1620533
mzday	1447122
qrtea	1355096
fl	850209
gtls	892553
cvet	1752836
drvn	1804745
dsgx	1050140
swi	1739942
man	871763
orcc	1655888
kt	892450
prlb	1443669
virt	1592386
crox	1334036
verx	1806837
malry	1537280
cldr	1535379
ovv	1792580
thc	70318
coty	1024305
apha	1733418
enic	1659939
fizz	69891
jhg	1274173
sbs	1170858
nov	1021860
bigc	1626450
cor	1490892
ppc	802481
rbc	82811
wk	1445305
cmhhy	1446751
lpro	1806201
saia	1177702
pag	1019849
btg	1429937
ash	1674862
root	1788882
dei	1364250
dava	1656081
bpop	763901
eme	105634
jblu	1158463
evbg	1437352
abcm	1492074
hcm	1648257
crus	772406
mms	1032220
hnp	929058
bhvn	1689813
raas	1804583
tdc	816761
kwr	81362
tkc	1071321
xec	1168054
wing	1636222
lanc	57515
cuz	25232
kzmyy	1438929
fls	30625
bli	1689657
hfc	48039
ride	1759546
npsky	354470
irtc	1388658
dnmr	1779020
nova	1772695
asr	1123452
tfsl	1381668
stag	1479094
alrm	1459200
nkrky	1436790
ccmp	1102934
novt	1076930
ozk	1569650
iipr	1677576
esnt	1448893
stmp	1082923
sepjy	1518521
fhtf	1764443
upchy	1447772
exp	918646
smtc	88941
esgr	1363829
feye	1370880
fgen	921299
tv	912892
kmpr	860748
vcyt	1384101
trip	1526520
nycb	910073
rxn	1439288
shi	908732
unm	5513
asgn	890564
gbci	868671
acia	1651235
adrzy	1436467
tuify	1342875
sdc	1775625
altr	1701732
bzzuy	1437774
fold	1178879
crnc	1768267
ftdr	1727263
sage	1597553
expo	851520
rxt	1810019
clov	1801170
al	1487712
lesl	1821806
tenb	1660280
arna	1080709
cr	25445
evr	1360901
allo	1737287
ensg	1125376
jcom	1084048
aciw	935036
cw	26324
lope	1434588
alsn	1411207
lpsn	1102993
fubo	1484769
bcauy	891765
ramp	733269
auy	1264089
ryn	52827
ugp	1094972
vmi	102729
rli	84246
flo	1128928
goco	1808220
achc	1520697
vly	714310
src	1308606
cfx	1420800
jobs	1295484
m	794367
msm	1003078
gtes	1718512
clh	822818
xrx	1770450
wen	30697
hasi	1561894
prsp	1724670
tlry	1731348
uso	1327068
eqt	33213
bbavy	1399224
lpx	60519
neog	711377
roll	1324948
mtsi	1493594
snx	1177394
fti	1681459
hlne	1433642
dufry	1546354
hli	1302215
nomd	1651717
ostk	1130713
kbr	1357615
pd	1568100
tsuky	702257
jamf	1721947
cbpo	1369868
celh	1341766
swch	1710583
icui	883984
oln	74303
goos	1690511
czz	1402902
ay	1601072
rpd	1560327
pk	1617406
wdfc	105132
band	1514416
ubsi	729986
cc	1627223
rnmby	1450345
wkhs	1425287
shlx	1610466
tree	1434621
pfsi	1745916
ayi	1144215
pbsfy	1137849
ncr	70866
wbs	801337
swav	1642545
mxchy	1435969
ahco	1725255
thkly	1443275
gpk	1408075
unf	717954
ntla	1652130
knsl	1669162
isday	1224306
reta	1358762
cigi	913353
vvv	1674910
slg	1040971
wynd	1361658
cdna	1217234
kbh	795266
hain	910406
syna	817720
meggy	1487786
cit	1171825
nav	808450
env	1337619
krnt	1625791
esi	1590714
swtx	1773427
apnhy	1454177
laz	1311370
vicr	751978
neu	1282637
cbd	1038572
hxl	717605
sono	1314727
ida	1057877
msgs	1636519
ard	1689662
dcp	1338065
slqt	1794783
amba	1280263
axs	1214816
x	1163302
inov	1619954
pgny	1551306
cron	1656472
ptct	1070081
sgms	750004
jbgs	1689796
bak	1071438
dqws	1652561
ccxi	1340652
safe	1688852
regi	1463258
gkos	1192448
stn	1131383
fsr	1720990
pinc	1577916
mtg	876437
cdlx	1666071
hiw	921082
bzun	1625414
ttec	1013880
cri	1060822
thg	944695
slgn	849869
bxmt	1061630
newr	1448056
cef	1726122
mrcy	1049521
mtls	1091223
hr	899749
trup	1371285
apam	1517302
chk	895126
wts	795403
trno	1476150
pnm	1108426
nea	1195737
diod	29002
ocdx	1828443
itri	780571
am	1623925
rlay	1812364
spt	1517375
tpdky	1436652
flgt	1674930
affs	1365555
eye	1710155
wygpy	1450021
jbt	1433660
aaon	824142
ads	1101215
prld	1678660
imab	1778016
aeis	927003
aeo	919012
kurry	1446655
qts	1577368
sigi	230557
spr	1364885
vsat	797721
insm	1104506
adc	917251
pacw	1102112
qlys	1107843
ssd	920371
srne	850261
nktr	906709
rsi	1793659
maury	62919
cig	1157557
hims	1773751
ajrd	40888
aagh	1098009
carg	1494259
go	1771515
nfg	70145
ktos	1069258
gulry	1449218
awi	7431
agio	1439222
gra	1045309
aa	1675149
sndr	1692063
qfin	1741530
psn	275880
ens	1289308
nrz	1556593
avnt	1122976
mdc	773141
psb	866368
rdn	890926
hypmy	1486749
sumo	1643269
tigr	1756699
wimhy	1451554
tmhc	1562476
rhp	1040829
momo	1610601
svmk	1739936
nvt	1720635
msp	1724570
spsc	1092699
ogs	1587732
vc	1111335
viav	912093
crsr	1743759
vldr	1745317
bkh	1130464
tls	320121
stl	1070154
avt	8858
blkb	1280058
athm	1527636
bcpc	9326
eght	1023731
wtfc	1015328
ibp	1580905
wcc	929008
mor	1340243
tgna	39899
